STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
17,031,824121,3138,+41.592254,-087.826959
17,031,824122,6209,+41.582645,-087.817797
17,031,824123,7753,+41.592188,-087.804980
17,031,824124,3679,+41.595560,-087.843222
17,031,824125,4098,+41.585264,-087.838822
17,031,824126,5951,+41.567298,-087.831055
17,031,824127,3706,+41.571428,-087.843578
17,031,824128,4638,+41.570166,-087.877128
17,031,824129,4357,+41.582339,-087.881380
17,031,824300,4499,+41.638838,-087.702032
17,031,824400,2007,+41.638397,-087.726929
17,031,824503,6880,+41.640264,-087.767813
17,031,824505,6783,+41.608436,-087.765692
17,031,824507,4136,+41.592403,-087.783905
17,031,824508,3699,+41.612768,-087.792694
17,031,824509,4154,+41.617091,-087.769557
17,031,824601,4392,+41.627475,-087.744762
17,031,824602,6245,+41.617956,-087.737723
17,031,824701,3782,+41.628164,-087.719825
17,031,824702,5453,+41.622159,-087.708061
17,031,824800,7178,+41.625535,-087.686137
17,031,824900,3244,+41.609006,-087.701424
17,031,825000,4766,+41.603556,-087.745069
17,031,825200,2016,+41.592647,-087.727203
17,031,825302,5938,+41.582180,-087.757499
17,031,825303,3785,+41.581135,-087.785916
17,031,825304,3923,+41.573454,-087.803208
17,031,825400,5337,+41.565911,-087.780990
17,031,825501,5766,+41.578287,-087.707233
17,031,825503,6540,+41.569577,-087.686098
17,031,825504,3591,+41.564697,-087.704236
17,031,825505,5364,+41.564673,-087.724832
17,031,825600,5138,+41.594100,-087.695546
17,031,825700,4046,+41.635863,-087.554860
17,031,825801,3569,+41.629530,-087.571239
17,031,825802,5862,+41.626683,-087.561470
17,031,825803,5908,+41.619403,-087.564315
17,031,825900,3296,+41.620932,-087.540118
17,031,826000,2660,+41.618525,-087.530528
17,031,826100,5931,+41.609215,-087.533892
17,031,826201,3844,+41.603372,-087.568050
17,031,826202,5710,+41.593256,-087.535772
17,031,826301,3923,+41.615023,-087.604916
17,031,826303,4068,+41.612941,-087.591485
17,031,826304,2874,+41.618020,-087.584382
17,031,826401,3725,+41.634450,-087.595893
17,031,826402,4728,+41.628961,-087.589303
17,031,826500,5614,+41.629869,-087.615385
17,031,826600,4595,+41.636741,-087.622203
17,031,826700,4573,+41.636504,-087.633290
17,031,826800,4596,+41.635168,-087.670624
17,031,826901,1462,+41.620025,-087.664688
17,031,826902,1255,+41.614782,-087.662668
17,031,827000,2968,+41.626059,-087.644074
17,031,827100,2265,+41.618508,-087.647152
17,031,827200,3693,+41.612273,-087.628627
17,031,827300,2277,+41.609011,-087.650081
17,031,827400,3230,+41.606088,-087.663803
17,031,827500,4465,+41.597686,-087.640784
17,031,827600,3012,+41.591874,-087.659512
17,031,827700,2452,+41.582339,-087.668007
17,031,827801,4645,+41.600322,-087.607828
17,031,827802,3314,+41.600239,-087.591545
17,031,827804,3149,+41.590263,-087.595341
17,031,827805,2953,+41.584075,-087.599369
17,031,827901,2421,+41.585615,-087.570670
17,031,827902,4558,+41.581997,-087.537628
17,031,828000,5411,+41.572237,-087.539825
17,031,828100,5083,+41.563549,-087.535216
17,031,828201,4491,+41.570033,-087.562320
17,031,828202,4590,+41.560838,-087.561031
17,031,828300,3363,+41.568712,-087.615015
17,031,828401,3598,+41.565496,-087.664598
17,031,828402,3688,+41.565358,-087.646598
17,031,828503,4322,+41.496401,-087.568533
17,031,828504,5474,+41.483565,-087.560663
17,031,828505,6682,+41.545720,-087.546378
17,031,828507,3999,+41.526809,-087.539416
17,031,828508,4630,+41.525924,-087.549514
17,031,828601,4198,+41.551781,-087.662037
17,031,828602,4666,+41.548680,-087.645110
17,031,828701,3780,+41.549208,-087.631019
17,031,828702,4742,+41.542550,-087.597523
17,031,828801,5122,+41.534413,-087.657600
17,031,828802,2982,+41.531380,-087.643790
17,031,828900,3399,+41.514432,-087.635604
17,031,829000,882,+41.506647,-087.625266
17,031,829100,3512,+41.495190,-087.633535
17,031,829200,5547,+41.507282,-087.648856
17,031,829301,3931,+41.517659,-087.662692
17,031,829302,3633,+41.504064,-087.663777
17,031,829401,1049,+41.497216,-087.661713
17,031,829402,3088,+41.487721,-087.669632
17,031,829500,4001,+41.483923,-087.642056
17,031,829600,3035,+41.473505,-087.634177
17,031,829700,3344,+41.495036,-087.594898
17,031,829800,6891,+41.543942,-087.684339
17,031,829902,6457,+41.544809,-087.706638
17,031,829903,4529,+41.549497,-087.721364
17,031,829904,4168,+41.550055,-087.764550
17,031,830001,2432,+41.495769,-087.774341
17,031,830003,7640,+41.514787,-087.763447
17,031,830004,7529,+41.516023,-087.728704
17,031,830005,3768,+41.517315,-087.691551
17,031,830006,2526,+41.501060,-087.714691
17,031,830007,4638,+41.481531,-087.724621
17,031,830008,4342,+41.478958,-087.740907
17,031,830100,3297,+41.502355,-087.687210
17,031,830201,5105,+41.483711,-087.708347
17,031,830202,3377,+41.490752,-087.694636
17,031,830300,5369,+41.483898,-087.679360
17,031,830400,4091,+41.475006,-087.691591
17,031,830500,4410,+41.835152,-087.722586
17,031,830600,4935,+42.002196,-087.672029
17,031,830700,4006,+41.964075,-087.656751
17,031,830800,2405,+41.964554,-087.677086
17,031,830900,3076,+41.929493,-087.688438
17,031,831000,2633,+41.914959,-087.677004
17,031,831100,6697,+41.942457,-087.721003
17,031,831200,4832,+41.915388,-087.730892
17,031,831300,1251,+41.907395,-087.745889
17,031,831400,2820,+41.868765,-087.765292
17,031,831500,4421,+41.928378,-087.787970
17,031,831600,7745,+41.926193,-087.798033
17,031,831700,2237,+41.950535,-087.745113
17,031,831800,5868,+41.978087,-087.713172
17,031,831900,3040,+41.945100,-087.668641
17,031,832000,2062,+41.946289,-087.653704
17,031,832100,3410,+41.952537,-087.652957
17,031,832200,3289,+41.919800,-087.680060
17,031,832300,2054,+41.918821,-087.674169
17,031,832400,3601,+41.915711,-087.692428
17,031,832500,3334,+41.922766,-087.662559
17,031,832600,4147,+41.915413,-087.652087
17,031,832900,1995,+41.872989,-087.661852
17,031,833000,5637,+41.884058,-087.654612
17,031,833100,9493,+41.879421,-087.655365
17,031,833300,2912,+41.871904,-087.653916
17,031,833900,2333,+41.731960,-087.550263
17,031,834000,3609,+41.726313,-087.629999
17,031,834200,4693,+41.754638,-087.582308
17,031,834300,6240,+41.745615,-087.592013
17,031,834400,3765,+41.776355,-087.596863
17,031,834500,1765,+41.787264,-087.621341
17,031,834600,2357,+41.786700,-087.633953
17,031,834700,1759,+41.790651,-087.645786
17,031,834800,1753,+41.783597,-087.645235
17,031,834900,1952,+41.771227,-087.656668
17,031,835000,6398,+41.782691,-087.688745
17,031,835100,5585,+41.789903,-087.688949
17,031,835200,2038,+41.798716,-087.745755
17,031,835500,1584,+41.815213,-087.633403
17,031,835600,898,+41.801399,-087.633260
17,031,835800,1698,+41.813306,-087.618809
17,031,836000,2338,+41.813853,-087.612516
17,031,836100,1893,+41.800113,-087.620028
17,031,836200,2178,+41.792882,-087.599102
17,031,836300,1492,+41.801527,-087.600865
17,031,836400,3621,+41.820597,-087.602424
17,031,836500,1527,+41.828008,-087.606919
17,031,836600,2929,+41.899380,-087.709702
17,031,836700,2481,+41.892688,-087.707071
17,031,836800,2645,+41.885487,-087.710396
17,031,836900,1439,+41.881816,-087.706491
17,031,837000,2042,+41.878905,-087.698642
17,031,837100,1652,+41.885278,-087.699654
17,031,837300,2489,+41.871774,-087.705866
17,031,837400,1990,+41.877249,-087.694307
17,031,837800,2837,+41.883138,-087.682618
17,031,838000,2651,+41.877846,-087.680477
17,031,838100,1821,+41.880462,-087.669232
17,031,838200,1675,+41.870161,-087.678972
17,031,838300,2580,+41.902369,-087.638210
17,031,838600,1518,+41.867694,-087.701158
17,031,838700,4132,+41.862610,-087.719878
17,031,838800,3102,+41.702531,-087.563038
17,031,839000,10435,+41.871736,-087.631216
17,031,839100,8234,+41.880989,-087.631695
17,031,839200,2749,+41.843090,-087.621652
17,031,839500,1590,+41.834231,-087.619857
17,031,839600,1729,+41.827550,-087.618808
17,031,839700,4545,+41.833078,-087.650978
17,031,839800,2686,+41.835236,-087.643034
17,031,839900,4431,+41.827721,-087.645148
17,031,840000,3001,+41.831898,-087.638966
17,031,840100,3029,+41.842009,-087.639557
17,031,840200,2497,+41.842802,-087.649262
17,031,840300,4196,+41.832358,-087.681937
17,031,840400,3369,+41.832807,-087.669222
17,031,840700,3900,+41.852425,-087.695298
17,031,840800,3332,+41.841541,-087.707757
17,031,841000,1136,+41.848226,-087.622755
17,031,841100,7356,+41.851143,-087.635161
17,031,841200,4873,+41.854978,-087.681933
17,031,841300,4173,+41.849012,-087.682307
17,031,841500,2904,+41.862220,-087.708090
17,031,841700,1509,+41.853138,-087.703429
17,031,841800,2404,+41.763892,-087.598702
17,031,841900,6500,+41.867815,-087.647157
17,031,842000,2590,+41.835035,-087.623429
17,031,842100,6650,+41.898986,-087.732060
17,031,842200,4212,+41.904719,-087.646294
17,031,842300,3529,+41.897956,-087.654452
17,031,842400,3041,+41.747455,-087.630464
17,031,842500,2644,+41.774586,-087.619321
17,031,842600,4245,+41.813830,-087.645618
17,031,842800,7637,+41.809775,-087.695166
17,031,842900,2480,+41.863842,-087.663327
17,031,843000,2880,+41.867877,-087.719063
17,031,843100,1747,+41.859998,-087.704218
17,031,843200,2422,+41.851256,-087.671156
17,031,843300,1572,+41.864413,-087.693832
17,031,843400,1524,+41.850111,-087.731831
17,031,843500,6030,+41.840960,-087.698176
17,031,843600,3089,+41.806329,-087.609153
17,031,843700,2544,+41.943145,-087.688043
17,031,843800,2000,+41.802721,-087.643029
17,031,843900,3666,+41.773775,-087.576514
17,031,844600,1776,+41.813660,-087.624060
17,031,844700,2342,+41.853959,-087.711559
17,031,980000,0,+41.979419,-087.902437
17,031,980100,18,+41.788194,-087.743682
17,031,990000,0,+41.973939,-087.400294
17,033,880100,2656,+39.100159,-087.756973
17,033,880200,3491,+39.002846,-087.867928
17,033,880300,3338,+39.013848,-087.742745
17,033,880400,2870,+38.999062,-087.740260
17,033,880500,3414,+39.006869,-087.655609
17,033,880600,2910,+38.912942,-087.730891
17,035,972400,2913,+39.249402,-088.134470
17,035,972500,3356,+39.279417,-088.239970
17,035,972600,4181,+39.289348,-088.415302
17,037,000100,6737,+42.094163,-088.694091
17,037,000200,4513,+42.100889,-088.809519
17,037,000300,2520,+41.950117,-088.865045
17,037,000401,3975,+42.000162,-088.666155
17,037,000402,5184,+42.023676,-088.687708
17,037,000500,4070,+41.983946,-088.713452
17,037,000600,5919,+41.982614,-088.684683
17,037,000700,3694,+41.976054,-088.701283
17,037,000800,6635,+41.941415,-088.725027
17,037,000900,4960,+41.946394,-088.752890
17,037,001002,5860,+41.941003,-088.778615
17,037,001003,4134,+41.945730,-088.769430
17,037,001004,2374,+41.962071,-088.763185
17,037,001300,5267,+41.928728,-088.754598
17,037,001400,6371,+41.916439,-088.771517
17,037,001500,3831,+41.917146,-088.745000
17,037,001600,4383,+41.920656,-088.671009
17,037,001700,3388,+41.778010,-088.652346
17,037,001800,3764,+41.761050,-088.828056
17,037,001900,2363,+41.649479,-088.675816
17,037,002000,4732,+41.652696,-088.620063
17,037,002100,2461,+41.641402,-088.623776
17,037,002200,3285,+41.935730,-088.773599
17,039,971400,2493,+40.241048,-088.651334
17,039,971500,2601,+40.170316,-088.859894
17,039,971600,3589,+40.158961,-089.037522
17,039,971700,3271,+40.150406,-088.967256
17,039,971800,3562,+40.152973,-088.952224
17,041,952000,2181,+39.762989,-088.058617
17,041,952100,4025,+39.844263,-088.174671
17,041,952200,4668,+39.799897,-088.281444
17,041,952300,5395,+39.731242,-088.430585
17,041,952400,3471,+39.691148,-088.307080
17,043,840000,2835,+41.965151,-087.952542
17,043,840101,5680,+41.969746,-087.969825
17,043,840102,4734,+41.959557,-087.995833
17,043,840103,6440,+41.951254,-087.970754
17,043,840104,6031,+41.940418,-087.994169
17,043,840201,6348,+41.976698,-088.010991
17,043,840202,5065,+41.952897,-088.013860
17,043,840303,3597,+41.935466,-088.005956
17,043,840304,3627,+41.938404,-088.022729
17,043,840600,5068,+41.909505,-087.946945
17,043,840703,4295,+41.940356,-087.934138
17,043,840704,3217,+41.936270,-087.949463
17,043,840705,3759,+41.921569,-087.949301
17,043,840706,3370,+41.919574,-087.932669
17,043,840801,2621,+41.949923,-087.935920
17,043,840802,5866,+41.954086,-087.948753
17,043,840901,3833,+41.971540,-088.039686
17,043,840904,3610,+41.928217,-088.069129
17,043,840906,2970,+41.939848,-088.037088
17,043,840907,4658,+41.944000,-088.052321
17,043,840908,4420,+41.912967,-088.054362
17,043,840910,4918,+41.910628,-088.071130
17,043,840911,3125,+41.921501,-088.073573
17,043,841002,3321,+41.965715,-088.065847
17,043,841003,3631,+41.986258,-088.067568
17,043,841004,3480,+41.977058,-088.068621
17,043,841102,5787,+41.981219,-088.118467
17,043,841103,3775,+41.968758,-088.099340
17,043,841104,4411,+41.980099,-088.091196
17,043,841108,4589,+41.974732,-088.135822
17,043,841109,4057,+41.939854,-088.071728
17,043,841110,3478,+41.948366,-088.070734
17,043,841111,3651,+41.956342,-088.089549
17,043,841112,3112,+41.960424,-088.115470
17,043,841113,3886,+41.945297,-088.085585
17,043,841114,4476,+41.945497,-088.112977
17,043,841204,5974,+41.928501,-088.091325
17,043,841205,4506,+41.924624,-088.133965
17,043,841206,5877,+41.911599,-088.133668
17,043,841207,2945,+41.919613,-088.091493
17,043,841208,5048,+41.909126,-088.090292
17,043,841209,3952,+41.935018,-088.136084
17,043,841210,4385,+41.921712,-088.123708
17,043,841307,5799,+41.920880,-088.161004
17,043,841308,4028,+41.960930,-088.217061
17,043,841310,3512,+41.935461,-088.248953
17,043,841312,3795,+41.905500,-088.208696
17,043,841313,2872,+41.925921,-088.225287
17,043,841314,6288,+41.978485,-088.170550
17,043,841315,3371,+41.981464,-088.155144
17,043,841316,3555,+41.974382,-088.194007
17,043,841318,2835,+41.962414,-088.167171
17,043,841320,2613,+41.959337,-088.149560
17,043,841321,2391,+41.957250,-088.163023
17,043,841322,4326,+41.945358,-088.155537
17,043,841323,3102,+41.943477,-088.169983
17,043,841324,2683,+41.922524,-088.150662
17,043,841325,5535,+41.935322,-088.159453
17,043,841326,3356,+41.915588,-088.191350
17,043,841327,4366,+41.959066,-088.195553
17,043,841401,6894,+41.882137,-088.183374
17,043,841403,3899,+41.866629,-088.155838
17,043,841404,3223,+41.888203,-088.152221
17,043,841501,5927,+41.880689,-088.210089
17,043,841503,3600,+41.870526,-088.198902
17,043,841504,2970,+41.882763,-088.200839
17,043,841603,4709,+41.842302,-088.184808
17,043,841604,4169,+41.822251,-088.229363
17,043,841605,3552,+41.848468,-088.205916
17,043,841606,2065,+41.816279,-088.162674
17,043,841607,4884,+41.822479,-088.191704
17,043,841704,4609,+41.893152,-088.128114
17,043,841705,5858,+41.897678,-088.070928
17,043,841706,4564,+41.881914,-088.039672
17,043,841707,3305,+41.899747,-088.093087
17,043,841708,4594,+41.893010,-088.096366
17,043,841801,5305,+41.879925,-088.104032
17,043,841802,5515,+41.879931,-088.133730
17,043,841901,2467,+41.881442,-088.086363
17,043,841902,4088,+41.870710,-088.093896
17,043,842000,4400,+41.884903,-088.064241
17,043,842100,5891,+41.868576,-088.053509
17,043,842200,4731,+41.875114,-088.066746
17,043,842300,3584,+41.867856,-088.073716
17,043,842400,5062,+41.862495,-088.090351
17,043,842500,3578,+41.865491,-088.108803
17,043,842601,4107,+41.833277,-088.120902
17,043,842602,4335,+41.842046,-088.120670
17,043,842603,4359,+41.867012,-088.128635
17,043,842604,4383,+41.852541,-088.137713
17,043,842605,4289,+41.857130,-088.122752
17,043,842702,4479,+41.835744,-088.091217
17,043,842703,4039,+41.850623,-088.094520
17,043,842704,5215,+41.847686,-088.084819
17,043,842706,4787,+41.837822,-088.060593
17,043,842708,2551,+41.847042,-088.049279
17,043,842709,3471,+41.843776,-088.037331
17,043,842710,3805,+41.846861,-088.069123
17,043,842711,2810,+41.825104,-088.084073
17,043,842800,4781,+41.896894,-087.927749
17,043,842900,6022,+41.899138,-087.941602
17,043,843000,4087,+41.896603,-087.957450
17,043,843100,3970,+41.897248,-087.975477
17,043,843200,5335,+41.894697,-087.986962
17,043,843301,4020,+41.901227,-088.004448
17,043,843302,2959,+41.893759,-088.006236
17,043,843400,3492,+41.895736,-088.025885
17,043,843500,5528,+41.883050,-088.021208
17,043,843601,3426,+41.881729,-087.994692
17,043,843602,3106,+41.881998,-088.006385
17,043,843700,4373,+41.876801,-087.979883
17,043,843800,3433,+41.883796,-087.969420
17,043,843900,4216,+41.883370,-087.951348
17,043,844001,3716,+41.875290,-087.933203
17,043,844002,4205,+41.885334,-087.934700
17,043,844100,4077,+41.873709,-087.947903
17,043,844201,5822,+41.867453,-088.020629
17,043,844202,2741,+41.868539,-087.999739
17,043,844304,4077,+41.856643,-088.024231
17,043,844305,3962,+41.845258,-088.025962
17,043,844306,5956,+41.853853,-087.981433
17,043,844307,3749,+41.864483,-087.986091
17,043,844308,2383,+41.843622,-088.005210
17,043,844309,2390,+41.851618,-088.002625
17,043,844310,2417,+41.842137,-088.015723
17,043,844401,4075,+41.825935,-088.013305
17,043,844402,4670,+41.823964,-087.986932
17,043,844501,3277,+41.861167,-087.967637
17,043,844502,3247,+41.830825,-087.963643
17,043,844601,3627,+41.843454,-087.941508
17,043,844602,5286,+41.860784,-087.933403
17,043,844701,4265,+41.809083,-087.981568
17,043,844702,5601,+41.812448,-087.940387
17,043,844801,4376,+41.808259,-088.001181
17,043,844802,3472,+41.808559,-088.019619
17,043,844901,3716,+41.797661,-088.003324
17,043,844902,4229,+41.796269,-088.020675
17,043,845000,5458,+41.795511,-087.975671
17,043,845100,6522,+41.798278,-087.956264
17,043,845200,4847,+41.797249,-087.940124
17,043,845300,3166,+41.798892,-087.926449
17,043,845401,3656,+41.781961,-087.926705
17,043,845402,3060,+41.775436,-087.936810
17,043,845502,5413,+41.781387,-087.952627
17,043,845505,4066,+41.759681,-087.983027
17,043,845506,3995,+41.769648,-087.982011
17,043,845507,3423,+41.760120,-087.965671
17,043,845508,3753,+41.768127,-087.954340
17,043,845509,3334,+41.781502,-087.968400
17,043,845510,3308,+41.781202,-087.980119
17,043,845601,4354,+41.778888,-087.997471
17,043,845602,4965,+41.788749,-087.993956
17,043,845701,3935,+41.775504,-088.024857
17,043,845702,4839,+41.772347,-088.006409
17,043,845703,4582,+41.757205,-088.025025
17,043,845704,4896,+41.757817,-088.004788
17,043,845802,3689,+41.744880,-087.997822
17,043,845803,5649,+41.713565,-087.970815
17,043,845805,4145,+41.734089,-087.959134
17,043,845807,6100,+41.736514,-087.988786
17,043,845808,3868,+41.718732,-088.020851
17,043,845809,4374,+41.738038,-088.022365
17,043,845810,4067,+41.749667,-087.965793
17,043,845811,3891,+41.745149,-087.954625
17,043,845901,3418,+41.726700,-087.928532
17,043,845902,3489,+41.748780,-087.929535
17,043,846002,4737,+41.796631,-088.045136
17,043,846003,4490,+41.797588,-088.068213
17,043,846004,3756,+41.794760,-088.086549
17,043,846102,4606,+41.802217,-088.104387
17,043,846103,5257,+41.779749,-088.126030
17,043,846104,4359,+41.788836,-088.110711
17,043,846105,3499,+41.787471,-088.137510
17,043,846106,3639,+41.800255,-088.134782
17,043,846201,5855,+41.734034,-088.116630
17,043,846202,6426,+41.770625,-088.104941
17,043,846203,4383,+41.744056,-088.114055
17,043,846205,3708,+41.766033,-088.116658
17,043,846206,4244,+41.745135,-088.136035
17,043,846207,5345,+41.735551,-088.140526
17,043,846208,3179,+41.763686,-088.127020
17,043,846209,4167,+41.766730,-088.139199
17,043,846304,6258,+41.743616,-088.092687
17,043,846305,5687,+41.755752,-088.051554
17,043,846307,4752,+41.767268,-088.038089
17,043,846308,3825,+41.744018,-088.034923
17,043,846310,4551,+41.743161,-088.044842
17,043,846311,5232,+41.734430,-088.053298
17,043,846312,4506,+41.777837,-088.083333
17,043,846313,5021,+41.765117,-088.082331
17,043,846314,3332,+41.778738,-088.048683
17,043,846315,4226,+41.774956,-088.063288
17,043,846404,6135,+41.785336,-088.159325
17,043,846405,3899,+41.791978,-088.167931
17,043,846408,4291,+41.781543,-088.243754
17,043,846409,4529,+41.797632,-088.252243
17,043,846410,5071,+41.787593,-088.210271
17,043,846411,5312,+41.790187,-088.217997
17,043,846412,4726,+41.784360,-088.193656
17,043,846413,3708,+41.797260,-088.192756
17,043,846504,6350,+41.773118,-088.166281
17,043,846507,3166,+41.769595,-088.245045
17,043,846509,5876,+41.761441,-088.221654
17,043,846510,3271,+41.749857,-088.223486
17,043,846511,6565,+41.730441,-088.249315
17,043,846513,2766,+41.728840,-088.224840
17,043,846514,4159,+41.738745,-088.220791
17,043,846515,5420,+41.742133,-088.241137
17,043,846517,6116,+41.758429,-088.249638
17,043,846518,3648,+41.747535,-088.251819
17,043,846519,3191,+41.762461,-088.189574
17,043,846521,5036,+41.757500,-088.175221
17,043,846522,4046,+41.752517,-088.192754
17,043,846523,2775,+41.753844,-088.156721
17,043,846524,4709,+41.737172,-088.174685
17,043,846603,4070,+41.926627,-087.995147
17,043,846604,3697,+41.924799,-088.006467
17,043,846701,4159,+41.923104,-087.982054
17,043,846702,3872,+41.912849,-087.986212
17,045,070100,2459,+39.782561,-087.656458
17,045,070200,1729,+39.734998,-087.868844
17,045,070300,3906,+39.621581,-087.695907
17,045,070400,5270,+39.605837,-087.689251
17,045,070500,3502,+39.547593,-087.734272
17,047,956900,2153,+38.498726,-088.032111
17,047,957000,2037,+38.321959,-088.033652
17,047,957100,2055,+38.378804,-088.058295
17,049,950100,3910,+39.145289,-088.474650
17,049,950200,5196,+39.152135,-088.651353
17,049,950300,4130,+39.044108,-088.743889
17,049,950400,3649,+39.004551,-088.611570
17,049,950500,4629,+39.036751,-088.463572
17,049,950600,5499,+39.117705,-088.534843
17,049,950700,3587,+39.135998,-088.553912
17,049,950800,4068,+39.113202,-088.554693
17,051,950500,2670,+39.069030,-088.854186
17,051,950600,2328,+39.062016,-088.978787
17,051,950700,3913,+39.076989,-089.136984
17,051,950800,5600,+38.983742,-089.101213
17,051,950900,2031,+38.958044,-089.102712
17,051,951000,2045,+38.887098,-089.124117
17,051,951100,2901,+38.892690,-088.863235
17,053,961600,1745,+40.823630,-088.193546
17,053,961700,1840,+40.494742,-088.152322
17,053,961800,4628,+40.457635,-088.094420
17,053,961900,1750,+40.530437,-088.334029
17,053,962000,3571,+40.466626,-088.372510
17,055,040100,3025,+38.087098,-089.050821
17,055,040200,2979,+38.001699,-089.057094
17,055,040300,3046,+37.972471,-089.054505
17,055,040400,3636,+37.898261,-089.078929
17,055,040500,3053,+38.026506,-088.910682
17,055,040600,2640,+37.993185,-088.927107
17,055,040700,4370,+37.995083,-088.911665
17,055,040800,3259,+37.897227,-088.914002
17,055,040900,2313,+37.900356,-088.937921
17,055,041000,2541,+37.899502,-088.921320
17,055,041100,3298,+37.892436,-088.912641
17,055,041200,3644,+37.988450,-088.790305
17,057,952800,2658,+40.698052,-090.003347
17,057,952900,3028,+40.614441,-090.042289
17,057,953000,2120,+40.647952,-090.348608
17,057,953100,2301,+40.408695,-090.333908
17,057,953200,2570,+40.497092,-090.170823
17,057,953300,3278,+40.570508,-090.037098
17,057,953400,1724,+40.555555,-090.038690
17,057,953500,4273,+40.551802,-090.054261
17,057,953600,4409,+40.560273,-090.020106
17,057,953700,2320,+40.466255,-090.028601
17,057,953800,2454,+40.394802,-090.154376
17,057,953900,2474,+40.252352,-090.354311
17,059,972700,2304,+37.840244,-088.241857
17,059,972800,2642,+37.714177,-088.236874
17,061,973600,3082,+39.342799,-090.250924
17,061,973700,1588,+39.482327,-090.371000
17,061,973800,1619,+39.345235,-090.496175
17,061,973900,2315,+39.438321,-090.403598
17,061,974000,3381,+39.303280,-090.398892
17,063,000102,8255,+41.443262,-088.278814
17,063,000103,7593,+41.414185,-088.274627
17,063,000200,6864,+41.384348,-088.447410
17,063,000300,3350,+41.364617,-088.416537
17,063,000400,5675,+41.363769,-088.437342
17,063,000500,2799,+41.325955,-088.425453
17,063,000600,2826,+41.222070,-088.447624
17,063,000700,6113,+41.310440,-088.284873
17,063,000800,5465,+41.278810,-088.280888
17,063,000900,3593,+41.193888,-088.288417
17,065,973100,3023,+38.092483,-088.538148
17,065,973200,2367,+38.006034,-088.552956
17,065,973300,2603,+38.168424,-088.588685
17,067,953700,2079,+40.565376,-090.994985
17,067,953800,2598,+40.414442,-091.134213
17,067,953900,1802,+40.571544,-091.179947
17,067,954000,2259,+40.526462,-091.335887
17,067,954100,3164,+40.396156,-091.340557
17,067,954200,2270,+40.330349,-091.405811
17,067,954300,3448,+40.294150,-091.042125
17,069,970900,2071,+37.467433,-088.354511
17,069,971000,1578,+37.492495,-088.219079
17,071,973300,1999,+40.955544,-090.925972
17,071,973400,1701,+40.841160,-090.940057
17,071,973500,2687,+40.717098,-090.961580
17,073,030100,5757,+41.475135,-090.348053
17,073,030201,4496,+41.373740,-090.391471
17,073,030202,3823,+41.316071,-090.226566
17,073,030203,4430,+41.502786,-090.230317
17,073,030301,3711,+41.447249,-090.159590
17,073,030302,3464,+41.456053,-090.147582
17,073,030400,2482,+41.474965,-090.012541
17,073,030500,2330,+41.353741,-089.977107
17,073,030600,2781,+41.252513,-089.927323
17,073,030800,3552,+41.245080,-089.909462
17,073,030900,3570,+41.238484,-089.930181
17,073,031000,3470,+41.225575,-089.931324
17,073,031100,2613,+41.167820,-090.043677
17,073,031200,2805,+41.197485,-090.308696
17,075,950100,2528,+40.899090,-087.660529
17,075,950200,3586,+40.954091,-087.915852
17,075,950300,3179,+40.835218,-087.918486
17,075,950400,3227,+40.778512,-087.732497
17,075,950500,3795,+40.759770,-087.674955
17,075,950600,3490,+40.745185,-087.993797
17,075,950700,2752,+40.577459,-088.062785
17,075,950800,2327,+40.591369,-087.868721
17,075,950900,2193,+40.605807,-087.678470
17,077,010100,3366,+37.894640,-089.467179
17,077,010200,3850,+37.865824,-089.233349
17,077,010300,2759,+37.710583,-089.456387
17,077,010400,4298,+37.793468,-089.344951
17,077,010601,1970,+37.733811,-089.340458
17,077,010602,3288,+37.763889,-089.346755
17,077,010700,2991,+37.767177,-089.326772
17,077,010800,3345,+37.738462,-089.230865
17,077,010900,2364,+37.751549,-089.192745
17,077,011001,1653,+37.739793,-089.267105
17,077,011002,4495,+37.722231,-089.246719
17,077,011100,2604,+37.721987,-089.221724
17,077,011200,5091,+37.722464,-089.197926
17,077,011400,3057,+37.711731,-089.197603
17,077,011600,3721,+37.656950,-089.221511
17,077,011701,1354,+37.686223,-089.198564
17,077,011702,2768,+37.704432,-089.223791
17,079,977300,2830,+39.086961,-088.150682
17,079,977400,2671,+38.987379,-088.164477
17,079,977500,3786,+38.953525,-088.170262
17,081,050100,4142,+38.424199,-088.974481
17,081,050200,3077,+38.361566,-088.768971
17,081,050300,4243,+38.256774,-089.039521
17,081,050400,4733,+38.189067,-088.850437
17,081,050500,3724,+38.313736,-088.947236
17,081,050600,3084,+38.319247,-088.926479
17,081,050700,3669,+38.341410,-088.911788
17,081,050800,4155,+38.331875,-088.853410
17,081,050900,2351,+38.308775,-088.918154
17,081,051000,1356,+38.312719,-088.904313
17,081,051100,2579,+38.295078,-088.904685
17,083,010100,5152,+39.132413,-090.298625
17,083,010200,3320,+39.039199,-090.183426
17,083,010300,3602,+38.987185,-090.320131
17,083,010401,6098,+39.113442,-090.337607
17,083,010402,1877,+39.084781,-090.449490
17,083,010500,1463,+39.001148,-090.455474
17,085,020101,1778,+42.457877,-090.241208
17,085,020102,2460,+42.481952,-090.015146
17,085,020200,4800,+42.485678,-090.595911
17,085,020300,4909,+42.418408,-090.430361
17,085,020401,2197,+42.383239,-090.307767
17,085,020402,2896,+42.288185,-090.231528
