STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
17,031,461000,1460,+41.728697,-087.548307
17,031,470100,2527,+41.727899,-087.596980
17,031,480100,2001,+41.735211,-087.575362
17,031,480200,1103,+41.734903,-087.589417
17,031,480300,1348,+41.730198,-087.588245
17,031,480400,5650,+41.728977,-087.574922
17,031,480500,2986,+41.727999,-087.560816
17,031,490200,3040,+41.724961,-087.616242
17,031,490500,1995,+41.717897,-087.616351
17,031,490600,1443,+41.718415,-087.629585
17,031,490700,2656,+41.711004,-087.628225
17,031,490800,3502,+41.710282,-087.615373
17,031,490901,3403,+41.696688,-087.615774
17,031,490902,4647,+41.703185,-087.615856
17,031,491000,3807,+41.699370,-087.627879
17,031,491100,4079,+41.699150,-087.637857
17,031,491200,2019,+41.688827,-087.637242
17,031,491300,2023,+41.689184,-087.627911
17,031,491400,2593,+41.688908,-087.616304
17,031,500100,3545,+41.715134,-087.598840
17,031,500200,1688,+41.702714,-087.604723
17,031,500300,1587,+41.688842,-087.607559
17,031,510100,3231,+41.717404,-087.552593
17,031,510200,2922,+41.715593,-087.561260
17,031,510300,4850,+41.716618,-087.570575
17,031,520100,1745,+41.715738,-087.533997
17,031,520200,3338,+41.714685,-087.537586
17,031,520300,5675,+41.701735,-087.539235
17,031,520400,4055,+41.703153,-087.531065
17,031,520500,4420,+41.693282,-087.530883
17,031,520600,2530,+41.691420,-087.538506
17,031,530100,2197,+41.681674,-087.617940
17,031,530200,4128,+41.681544,-087.632149
17,031,530300,3964,+41.681694,-087.653307
17,031,530400,2059,+41.672265,-087.653304
17,031,530501,4514,+41.674207,-087.631490
17,031,530502,1570,+41.667101,-087.626238
17,031,530503,4898,+41.663669,-087.637537
17,031,530600,2774,+41.672003,-087.618991
17,031,540101,4324,+41.654301,-087.606878
17,031,540102,2938,+41.657054,-087.606293
17,031,550100,7019,+41.656730,-087.540836
17,031,550200,2969,+41.660045,-087.554305
17,031,560100,1477,+41.810924,-087.741565
17,031,560200,1710,+41.810202,-087.748563
17,031,560300,3253,+41.804023,-087.748048
17,031,560400,1630,+41.803794,-087.740703
17,031,560700,3635,+41.796523,-087.757088
17,031,560800,5682,+41.796514,-087.772576
17,031,560900,5112,+41.795806,-087.791181
17,031,561000,5308,+41.788399,-087.791259
17,031,561100,5581,+41.788887,-087.771920
17,031,570100,1316,+41.809481,-087.721138
17,031,570200,2096,+41.811411,-087.726607
17,031,570300,6376,+41.804402,-087.729368
17,031,570400,1769,+41.806106,-087.719922
17,031,570500,2639,+41.798502,-087.732669
17,031,580100,3228,+41.826632,-087.690844
17,031,580200,3466,+41.825208,-087.699075
17,031,580300,2577,+41.823821,-087.709094
17,031,580400,4546,+41.811704,-087.708219
17,031,580501,5170,+41.819994,-087.699860
17,031,580502,5345,+41.814450,-087.698808
17,031,580600,5405,+41.816830,-087.691977
17,031,580700,5621,+41.817214,-087.687355
17,031,580800,2058,+41.810344,-087.687186
17,031,590500,1854,+41.828633,-087.679560
17,031,590600,3477,+41.826802,-087.672967
17,031,590700,3027,+41.826794,-087.668083
17,031,600400,4297,+41.841926,-087.643839
17,031,600600,2988,+41.841291,-087.654579
17,031,600700,2591,+41.840167,-087.659441
17,031,600900,3682,+41.836565,-087.653448
17,031,610300,5410,+41.813327,-087.671009
17,031,610400,2029,+41.810700,-087.667586
17,031,610800,1512,+41.812974,-087.639211
17,031,611200,2680,+41.805421,-087.662378
17,031,611300,3668,+41.805107,-087.667590
17,031,611400,3737,+41.805358,-087.672260
17,031,611500,3587,+41.804877,-087.677604
17,031,611600,1921,+41.797587,-087.676762
17,031,611700,2180,+41.797570,-087.671931
17,031,611800,2205,+41.797764,-087.667352
17,031,611900,1984,+41.797536,-087.661371
17,031,612000,1448,+41.797461,-087.652671
17,031,612100,1168,+41.797865,-087.647862
17,031,612200,3939,+41.804895,-087.655916
17,031,620100,4567,+41.797405,-087.717802
17,031,620200,2390,+41.794753,-087.730705
17,031,620300,6410,+41.789578,-087.730810
17,031,620400,5027,+41.789745,-087.717992
17,031,630300,5385,+41.797290,-087.707280
17,031,630400,7204,+41.797310,-087.698883
17,031,630500,6271,+41.797639,-087.689272
17,031,630600,3250,+41.801810,-087.686532
17,031,630800,6641,+41.789974,-087.698503
17,031,630900,5204,+41.789528,-087.707978
17,031,640100,1312,+41.780908,-087.739961
17,031,640300,6710,+41.781308,-087.770719
17,031,640400,3390,+41.781108,-087.786835
17,031,640500,3896,+41.775649,-087.790471
17,031,640600,4063,+41.776028,-087.771730
17,031,640700,3298,+41.776312,-087.752294
17,031,640800,1799,+41.774869,-087.739708
17,031,650100,4765,+41.782487,-087.717880
17,031,650200,7251,+41.782208,-087.730089
17,031,650301,5829,+41.775029,-087.729441
17,031,650302,4522,+41.775045,-087.717537
17,031,650400,6894,+41.766018,-087.717321
17,031,650500,4401,+41.766539,-087.728754
17,031,660301,1850,+41.780045,-087.698592
17,031,660302,5549,+41.783356,-087.698500
17,031,660400,5692,+41.782684,-087.708170
17,031,660500,5013,+41.775124,-087.707785
17,031,660600,6404,+41.777205,-087.693846
17,031,660700,2076,+41.773158,-087.681122
17,031,660800,6114,+41.773551,-087.693443
17,031,660900,4446,+41.767950,-087.687449
17,031,661000,5756,+41.762158,-087.686048
17,031,661100,6633,+41.761869,-087.702700
17,031,670100,1349,+41.791202,-087.657356
17,031,670200,1325,+41.790810,-087.661712
17,031,670300,1287,+41.790866,-087.667110
17,031,670400,1585,+41.790814,-087.671658
17,031,670500,1148,+41.789254,-087.675966
17,031,670600,1339,+41.783468,-087.671485
17,031,670700,1252,+41.783249,-087.666965
17,031,670800,1477,+41.782924,-087.661730
17,031,670900,1172,+41.783617,-087.657174
17,031,671100,994,+41.776534,-087.661293
17,031,671200,980,+41.776178,-087.666732
17,031,671300,2048,+41.773614,-087.671360
17,031,671400,1558,+41.773837,-087.675761
17,031,671500,2716,+41.768143,-087.669829
17,031,671600,1804,+41.769784,-087.661292
17,031,671800,1142,+41.761930,-087.656516
17,031,671900,1122,+41.762429,-087.661088
17,031,672000,3397,+41.762148,-087.670797
17,031,680500,1307,+41.791143,-087.652238
17,031,680600,1165,+41.783477,-087.652176
17,031,680900,3573,+41.775979,-087.637272
17,031,681000,2573,+41.775909,-087.649375
17,031,681100,2873,+41.768775,-087.649112
17,031,681200,2353,+41.768762,-087.638715
17,031,681300,2182,+41.761270,-087.640718
17,031,681400,2474,+41.761817,-087.649258
17,031,690300,2302,+41.768386,-087.629208
17,031,690400,3363,+41.769085,-087.620015
17,031,690500,992,+41.767450,-087.613220
17,031,690900,4250,+41.762118,-087.610817
17,031,691000,2668,+41.761988,-087.619665
17,031,691100,2980,+41.761544,-087.630671
17,031,691200,2277,+41.755204,-087.633861
17,031,691300,2374,+41.754909,-087.619335
17,031,691400,3411,+41.754769,-087.610072
17,031,691500,1806,+41.754438,-087.601930
17,031,700100,3326,+41.752946,-087.704847
17,031,700200,6554,+41.752200,-087.723983
17,031,700301,5762,+41.745525,-087.730576
17,031,700302,5662,+41.738210,-087.731694
17,031,700401,5822,+41.745520,-087.712047
17,031,700402,4082,+41.738611,-087.712568
17,031,700501,6912,+41.746564,-087.691335
17,031,700502,2978,+41.738754,-087.694142
17,031,710100,1015,+41.753609,-087.642081
17,031,710200,4635,+41.754923,-087.650950
17,031,710300,1424,+41.752945,-087.661056
17,031,710400,5424,+41.753549,-087.670131
17,031,710500,4036,+41.747652,-087.668272
17,031,710600,1706,+41.747835,-087.660840
17,031,710700,3420,+41.746550,-087.657024
17,031,710800,4804,+41.748021,-087.648855
17,031,710900,1942,+41.741900,-087.640144
17,031,711000,3058,+41.739983,-087.648856
17,031,711100,2499,+41.739312,-087.657777
17,031,711200,4687,+41.740772,-087.669040
17,031,711300,1462,+41.733399,-087.667194
17,031,711400,2394,+41.734080,-087.653969
17,031,711500,2372,+41.732274,-087.639095
17,031,720100,3344,+41.726074,-087.675047
17,031,720200,4131,+41.713106,-087.665594
17,031,720300,3637,+41.714279,-087.676884
17,031,720400,1961,+41.710236,-087.687210
17,031,720500,2086,+41.702807,-087.686621
17,031,720600,1691,+41.702741,-087.677232
17,031,720700,3073,+41.702778,-087.665915
17,031,730100,2462,+41.725363,-087.639038
17,031,730201,5627,+41.726924,-087.658251
17,031,730202,2893,+41.726463,-087.649019
17,031,730300,1046,+41.728335,-087.664779
17,031,730400,3386,+41.717840,-087.652676
17,031,730500,4220,+41.714645,-087.638338
17,031,730600,3254,+41.710329,-087.649556
17,031,730700,2281,+41.703368,-087.648577
17,031,740100,3234,+41.697092,-087.698588
17,031,740200,5830,+41.703144,-087.711698
17,031,740300,4869,+41.695130,-087.711299
17,031,740400,4695,+41.686787,-087.710480
17,031,750100,3736,+41.695716,-087.651439
17,031,750200,3024,+41.695444,-087.671548
17,031,750300,2470,+41.695366,-087.686059
17,031,750400,2909,+41.685408,-087.685025
17,031,750500,5618,+41.685956,-087.673058
17,031,750600,3420,+41.688241,-087.652009
17,031,760801,4403,+41.978985,-087.842371
17,031,760802,2374,+41.962561,-087.840676
17,031,760803,6394,+41.974741,-087.842240
17,031,770201,5894,+41.997308,-088.018930
17,031,770202,5060,+42.006206,-088.006429
17,031,770300,7234,+42.004902,-087.987531
17,031,770400,4375,+42.020353,-087.979864
17,031,770500,4632,+42.012765,-087.935729
17,031,770601,3272,+42.029203,-087.905345
17,031,770602,4762,+42.014413,-087.898480
17,031,770700,2537,+41.992042,-087.871184
17,031,770800,5661,+41.963225,-087.867163
17,031,770901,5245,+41.970137,-087.816897
17,031,770902,3732,+41.970374,-087.838126
17,031,800100,2395,+42.134166,-087.752233
17,031,800200,6466,+42.132029,-087.764009
17,031,800300,3613,+42.114916,-087.750506
17,031,800400,3936,+42.105095,-087.727905
17,031,800500,5133,+42.101041,-087.738961
17,031,800600,2429,+42.088422,-087.715877
17,031,800700,5257,+42.083485,-087.737137
17,031,800800,2426,+42.093782,-087.761280
17,031,800900,4505,+42.073736,-087.752746
17,031,801000,5337,+42.072970,-087.733359
17,031,801100,4871,+42.074857,-087.715117
17,031,801200,3651,+42.082420,-087.700496
17,031,801300,4430,+42.074110,-087.698044
17,031,801400,2922,+42.070905,-087.765470
17,031,801500,6572,+42.139076,-087.815632
17,031,801601,4734,+42.144735,-087.868539
17,031,801603,4138,+42.089344,-087.872725
17,031,801605,5883,+42.131611,-087.864630
17,031,801606,6716,+42.116869,-087.864067
17,031,801607,5225,+42.093494,-087.858753
17,031,801608,7057,+42.105078,-087.836201
17,031,801701,3846,+42.126130,-087.842655
17,031,801702,4756,+42.126328,-087.830740
17,031,801800,5972,+42.113057,-087.787134
17,031,801901,5016,+42.093613,-087.801430
17,031,801902,3420,+42.086149,-087.786639
17,031,802002,5130,+42.073722,-087.833347
17,031,802003,2679,+42.079982,-087.845178
17,031,802004,5871,+42.068921,-087.855419
17,031,802100,3734,+42.071736,-087.811216
17,031,802200,4848,+42.072820,-087.794519
17,031,802300,5968,+42.087489,-087.823730
17,031,802402,5543,+42.144416,-087.914711
17,031,802403,1531,+42.142287,-087.952731
17,031,802404,7558,+42.148458,-087.943566
17,031,802503,6412,+42.130730,-087.954570
17,031,802504,6442,+42.133957,-087.938520
17,031,802505,6723,+42.123437,-087.904518
17,031,802506,2285,+42.135357,-087.909519
17,031,802605,7125,+42.097269,-087.912813
17,031,802607,1536,+42.098087,-087.931843
17,031,802608,6730,+42.100870,-087.951204
17,031,802609,6290,+42.104754,-087.898797
17,031,802610,1757,+42.099138,-087.897001
17,031,802701,6682,+42.084741,-087.916913
17,031,802702,4710,+42.072695,-087.910652
17,031,802801,5041,+42.082984,-087.959992
17,031,802802,6991,+42.072763,-087.939748
17,031,802900,6055,+42.096821,-087.971761
17,031,803005,2614,+42.130529,-087.988441
17,031,803007,5153,+42.132124,-087.970889
17,031,803008,4767,+42.118426,-087.970079
17,031,803010,5351,+42.150108,-087.982236
17,031,803012,2234,+42.142884,-087.991412
17,031,803013,5490,+42.143046,-087.970376
17,031,803014,3677,+42.116666,-087.931573
17,031,803015,4631,+42.117317,-087.950095
17,031,803016,2490,+42.121327,-087.988176
17,031,803017,6283,+42.121758,-088.000258
17,031,803100,3616,+42.100233,-087.986492
17,031,803200,5586,+42.097667,-087.996999
17,031,803300,5726,+42.084731,-087.988473
17,031,803400,6592,+42.074900,-087.970979
17,031,803500,5803,+42.074233,-087.992881
17,031,803603,6824,+42.117323,-088.095243
17,031,803604,4209,+42.129732,-088.040829
17,031,803605,7002,+42.129684,-088.023837
17,031,803607,4819,+42.117063,-088.014304
17,031,803608,7544,+42.148019,-088.058158
17,031,803611,5698,+42.147766,-088.016499
17,031,803612,3831,+42.151344,-088.010242
17,031,803613,3434,+42.141748,-088.014796
17,031,803614,4422,+42.135706,-088.010714
17,031,803615,2752,+42.131704,-088.075783
17,031,803616,4635,+42.130004,-088.062307
17,031,803701,2707,+42.118412,-088.051604
17,031,803702,6376,+42.106206,-088.053807
17,031,803800,4522,+42.109604,-088.035374
17,031,803901,3935,+42.101672,-088.016507
17,031,803902,3429,+42.082932,-088.014725
17,031,804000,4763,+42.073592,-088.017342
17,031,804102,7307,+42.095167,-088.074285
17,031,804104,4949,+42.104607,-088.113046
17,031,804105,4168,+42.093281,-088.105385
17,031,804106,7264,+42.087754,-088.050257
17,031,804108,4798,+42.073498,-088.051119
17,031,804109,3078,+42.077650,-088.036684
17,031,804202,7793,+42.122532,-088.129399
17,031,804203,3458,+42.088239,-088.162735
17,031,804204,5263,+42.128462,-088.169902
17,031,804305,6952,+42.033868,-088.163112
17,031,804306,5626,+42.023055,-088.173456
17,031,804308,5518,+42.024352,-088.153544
17,031,804309,3038,+42.013336,-088.163321
17,031,804312,2238,+42.057931,-088.211960
17,031,804313,6354,+42.061679,-088.243743
17,031,804314,1682,+42.035062,-088.195512
17,031,804315,2446,+42.020190,-088.187872
17,031,804316,5027,+42.026692,-088.199433
17,031,804403,7297,+42.052800,-088.248497
17,031,804404,5147,+42.041500,-088.246462
17,031,804405,3570,+42.034949,-088.245246
17,031,804406,6292,+42.021066,-088.251136
17,031,804505,3970,+41.992917,-088.178079
17,031,804506,5472,+42.003140,-088.194803
17,031,804508,2343,+42.006504,-088.181753
17,031,804509,6012,+42.004492,-088.163775
17,031,804510,5872,+41.999183,-088.155083
17,031,804511,2426,+41.992448,-088.153079
17,031,804512,3995,+42.018113,-088.217251
17,031,804513,4065,+42.006843,-088.221725
17,031,804514,4690,+41.992211,-088.243107
17,031,804603,5651,+42.054136,-088.049900
17,031,804606,7088,+42.007149,-088.050282
17,031,804607,7123,+41.996435,-088.051754
17,031,804608,4027,+42.035299,-088.069862
17,031,804609,6147,+42.030800,-088.045665
17,031,804610,2524,+42.022343,-088.051455
17,031,804611,4653,+42.019244,-088.068980
17,031,804701,7045,+42.058030,-088.131302
17,031,804705,4148,+42.056374,-088.121043
17,031,804706,2553,+42.054960,-088.106592
17,031,804709,6814,+42.037624,-088.089520
17,031,804710,4292,+42.031370,-088.105776
17,031,804711,7629,+42.035854,-088.138710
17,031,804712,5456,+42.037215,-088.128200
17,031,804713,5037,+42.053016,-088.087074
17,031,804714,3534,+42.061799,-088.094426
17,031,804715,3426,+42.045558,-088.095650
17,031,804716,5360,+42.042161,-088.113995
17,031,804803,5721,+42.002808,-088.080994
17,031,804804,6809,+41.997916,-088.129313
17,031,804805,6860,+42.019659,-088.128706
17,031,804806,3796,+42.008873,-088.136244
17,031,804807,5224,+42.010350,-088.120926
17,031,804808,2596,+42.021950,-088.099673
17,031,804809,4259,+42.011212,-088.101979
17,031,804810,7097,+42.016062,-088.083131
17,031,804901,6927,+42.059859,-087.932451
17,031,804902,5626,+42.044417,-087.931486
17,031,805001,4985,+42.057122,-087.950076
17,031,805002,7422,+42.041482,-087.950354
17,031,805105,7278,+42.060093,-088.012301
17,031,805106,2778,+42.060728,-087.999735
17,031,805107,6793,+42.039028,-087.970551
17,031,805108,6400,+42.043487,-087.966659
17,031,805109,4396,+42.055707,-087.977454
17,031,805110,4440,+42.063276,-087.972816
17,031,805111,7786,+42.030838,-087.939826
17,031,805112,3482,+42.025369,-087.930479
17,031,805201,3475,+42.061188,-087.830970
17,031,805202,4078,+42.059108,-087.815288
17,031,805301,3588,+42.044404,-087.820985
17,031,805302,3873,+42.049739,-087.813666
17,031,805401,4056,+42.031755,-087.822775
17,031,805402,5467,+42.030250,-087.811224
17,031,805501,3998,+42.019094,-087.838669
17,031,805502,4295,+42.016639,-087.823475
17,031,805600,4710,+42.002356,-087.830334
17,031,805701,5485,+42.003567,-087.848855
17,031,805702,2089,+41.992172,-087.842173
17,031,805801,2580,+42.019257,-087.859867
17,031,805802,5096,+42.014328,-087.846341
17,031,805901,4341,+42.035995,-087.869259
17,031,805902,6503,+42.031815,-087.845340
17,031,806001,5818,+42.058024,-087.849313
17,031,806002,7833,+42.047355,-087.860450
17,031,806004,7554,+42.045900,-087.836022
17,031,806005,3258,+42.043659,-087.852373
17,031,806006,4885,+42.050768,-087.850602
17,031,806102,4400,+42.047801,-087.905621
17,031,806103,5269,+42.059214,-087.912049
17,031,806104,4134,+42.059571,-087.866868
17,031,806201,4908,+42.045106,-087.890316
17,031,806202,4998,+42.037257,-087.888201
17,031,806300,4687,+42.037832,-087.902773
17,031,806400,2492,+42.028591,-087.884738
17,031,806501,2665,+42.017164,-087.891272
17,031,806502,4202,+42.018506,-087.880403
17,031,806600,3602,+42.003964,-087.876006
17,031,806700,4486,+42.052758,-087.722853
17,031,806801,4294,+42.054925,-087.739039
17,031,806802,3445,+42.045006,-087.741489
17,031,806900,5342,+42.055384,-087.754850
17,031,807000,5866,+42.044472,-087.752561
17,031,807100,3984,+42.044669,-087.721283
17,031,807200,6059,+42.036927,-087.722753
17,031,807300,7718,+42.034400,-087.753978
17,031,807400,6824,+42.028910,-087.741155
17,031,807500,3327,+42.027829,-087.728193
17,031,807600,6705,+42.021554,-087.730556
17,031,807700,6147,+42.021413,-087.753635
17,031,807800,2878,+42.009805,-087.756444
17,031,807900,4201,+42.004271,-087.748614
17,031,808001,3981,+42.009567,-087.735190
17,031,808002,5281,+42.004589,-087.720000
17,031,808100,4010,+42.009834,-087.797731
17,031,808200,5646,+42.028919,-087.801015
17,031,808301,6520,+42.035345,-087.782243
17,031,808302,4367,+42.032798,-087.766443
17,031,808400,4622,+42.048524,-087.797206
17,031,808500,4239,+42.046325,-087.771463
17,031,808600,2465,+42.060711,-087.795354
17,031,808702,5481,+42.054931,-087.677877
17,031,808800,3988,+42.064190,-087.687210
17,031,808900,4149,+42.066271,-087.716137
17,031,809000,4001,+42.059846,-087.719388
17,031,809100,3437,+42.060221,-087.704339
17,031,809200,4980,+42.052234,-087.699442
17,031,809300,5043,+42.056288,-087.685286
17,031,809401,2747,+42.044409,-087.679111
17,031,809402,3374,+42.048943,-087.681496
17,031,809500,4346,+42.046372,-087.687085
17,031,809600,3319,+42.044250,-087.699139
17,031,809700,3714,+42.037682,-087.698322
17,031,809800,2678,+42.037339,-087.684941
17,031,809900,3046,+42.036827,-087.676555
17,031,810000,5640,+42.030522,-087.674902
17,031,810100,4480,+42.030488,-087.684021
17,031,810200,6222,+42.022658,-087.682431
17,031,810301,4105,+42.023990,-087.698514
17,031,810302,3360,+42.029928,-087.694942
17,031,810400,5409,+41.988482,-087.829170
17,031,810501,5293,+41.961567,-087.825188
17,031,810502,5355,+41.959267,-087.810448
17,031,810600,4949,+41.963833,-087.798010
17,031,810701,4865,+41.930918,-087.811264
17,031,810702,3914,+41.925281,-087.816540
17,031,810800,5124,+41.932416,-087.821069
17,031,810900,6360,+41.917660,-087.809871
17,031,811000,4258,+41.914974,-087.818596
17,031,811100,6703,+41.929750,-087.833412
17,031,811200,5401,+41.926392,-087.849357
17,031,811301,4802,+41.918523,-087.884386
17,031,811302,3565,+41.914131,-087.860751
17,031,811401,5001,+41.933597,-087.872341
17,031,811402,4572,+41.926541,-087.873828
17,031,811500,6031,+41.941441,-087.872770
17,031,811600,6053,+41.950670,-087.870683
17,031,811701,3455,+41.933444,-087.898676
17,031,811702,5384,+41.926441,-087.901225
17,031,811800,5644,+41.913894,-087.900601
17,031,811900,6051,+41.901937,-087.815838
17,031,812000,5666,+41.887593,-087.817603
17,031,812100,4763,+41.902485,-087.779265
17,031,812200,3984,+41.905428,-087.794705
17,031,812301,4978,+41.889354,-087.799042
17,031,812302,2681,+41.896615,-087.802041
17,031,812400,3458,+41.896148,-087.791380
17,031,812500,3680,+41.891942,-087.779816
17,031,812600,3898,+41.883483,-087.779461
17,031,812700,3192,+41.883044,-087.789634
17,031,812801,3387,+41.883213,-087.802539
17,031,812802,2521,+41.882953,-087.797012
17,031,812900,4846,+41.876167,-087.794811
17,031,813000,3935,+41.876176,-087.780366
17,031,813100,4678,+41.868778,-087.780846
17,031,813200,4582,+41.868824,-087.795754
17,031,813301,3634,+41.862271,-087.751793
17,031,813302,3858,+41.862560,-087.746795
17,031,813400,7571,+41.860569,-087.768483
17,031,813500,7169,+41.858230,-087.775740
17,031,813600,5443,+41.853989,-087.766354
17,031,813701,3886,+41.855193,-087.751479
17,031,813702,4199,+41.855380,-087.746797
17,031,813801,2856,+41.850003,-087.745356
17,031,813802,4958,+41.848029,-087.753839
17,031,813900,6768,+41.846661,-087.768379
17,031,814000,4706,+41.845723,-087.775534
17,031,814100,4683,+41.847064,-087.761333
17,031,814200,7671,+41.837946,-087.749039
17,031,814300,4690,+41.835005,-087.757707
17,031,814400,7781,+41.827233,-087.763444
17,031,814500,5395,+41.828170,-087.774284
17,031,814600,5616,+41.861582,-087.784961
17,031,814700,5548,+41.861531,-087.797743
17,031,814800,6445,+41.850956,-087.797659
17,031,814900,6557,+41.853652,-087.789973
17,031,815000,4254,+41.855356,-087.784575
17,031,815100,4318,+41.847529,-087.785391
17,031,815200,6901,+41.839219,-087.783592
17,031,815300,3756,+41.839407,-087.794883
17,031,815400,5545,+41.831228,-087.796499
17,031,815500,8310,+41.825121,-087.787263
17,031,815600,5608,+41.845362,-087.826392
17,031,815701,4124,+41.836869,-087.810613
17,031,815702,5302,+41.828107,-087.816532
17,031,815800,1630,+41.826598,-087.836182
17,031,815900,4773,+41.882688,-087.809981
17,031,816000,3307,+41.876855,-087.811850
17,031,816100,6259,+41.866691,-087.811511
17,031,816200,4163,+41.902151,-087.841444
17,031,816300,4778,+41.903813,-087.857691
17,031,816401,4664,+41.895601,-087.860113
17,031,816402,4460,+41.895098,-087.852087
17,031,816500,4262,+41.900397,-087.881494
17,031,816600,4522,+41.903239,-087.881140
17,031,816700,2693,+41.904220,-087.895720
17,031,816800,5765,+41.887866,-087.911105
17,031,816900,5561,+41.886417,-087.890458
17,031,817000,5510,+41.887039,-087.873398
17,031,817101,4563,+41.876134,-087.877964
17,031,817102,3158,+41.877415,-087.865127
17,031,817200,4821,+41.883157,-087.854278
17,031,817300,2799,+41.883812,-087.847789
17,031,817400,3652,+41.893164,-087.839671
17,031,817500,3612,+41.881204,-087.838667
17,031,817600,3825,+41.869550,-087.838526
17,031,817700,4803,+41.871390,-087.851469
17,031,817900,5532,+41.861837,-087.849630
17,031,818000,4428,+41.854019,-087.854917
17,031,818100,2330,+41.852630,-087.874005
17,031,818200,4762,+41.863152,-087.875017
17,031,818300,5922,+41.878886,-087.901285
17,031,818401,3613,+41.863046,-087.899159
17,031,818402,3282,+41.851898,-087.892869
17,031,818500,5650,+41.841484,-087.893923
17,031,818600,5093,+41.839089,-087.864758
17,031,818700,3691,+41.831532,-087.846400
17,031,818800,5692,+41.827213,-087.854534
17,031,818900,4496,+41.826966,-087.867065
17,031,819000,4768,+41.824034,-087.881318
17,031,819100,4600,+41.815832,-087.816747
17,031,819200,6154,+41.810926,-087.829369
17,031,819300,2777,+41.817250,-087.849920
17,031,819400,5686,+41.809805,-087.849664
17,031,819500,3664,+41.814438,-087.868247
17,031,819600,4083,+41.804914,-087.869141
17,031,819700,6028,+41.809447,-087.880715
17,031,819801,5364,+41.812531,-087.897378
17,031,819802,2741,+41.796377,-087.895334
17,031,819900,3514,+41.804258,-087.906464
17,031,820000,2230,+41.803541,-087.914708
17,031,820101,7889,+41.776575,-087.899873
17,031,820103,4285,+41.794268,-087.870377
17,031,820104,4453,+41.781278,-087.876269
17,031,820202,3128,+41.764130,-087.860449
17,031,820203,4038,+41.735319,-087.900865
17,031,820204,4434,+41.759826,-087.893749
17,031,820300,5588,+41.790356,-087.805908
17,031,820400,5556,+41.779387,-087.808529
17,031,820501,5905,+41.750764,-087.815467
17,031,820502,5380,+41.747897,-087.803559
17,031,820603,5530,+41.754054,-087.842567
17,031,820604,3689,+41.743343,-087.824136
17,031,820605,4523,+41.736577,-087.832536
17,031,820606,3866,+41.736733,-087.854861
17,031,820700,7110,+41.817252,-087.791459
17,031,820800,3695,+41.804629,-087.764960
17,031,820901,5582,+41.752205,-087.782117
17,031,820902,5051,+41.751522,-087.755812
17,031,821001,5205,+41.742133,-087.790971
17,031,821002,5764,+41.742285,-087.775311
17,031,821101,4876,+41.737928,-087.762252
17,031,821102,4231,+41.742468,-087.749638
17,031,821200,5641,+41.668208,-087.674999
17,031,821300,5477,+41.655135,-087.669787
17,031,821401,2870,+41.666457,-087.657558
17,031,821402,3200,+41.663532,-087.651333
17,031,821500,1421,+41.646350,-087.629805
17,031,821600,4542,+41.730016,-087.696388
17,031,821700,4859,+41.721010,-087.715700
17,031,821800,5415,+41.719307,-087.700896
17,031,821900,5129,+41.711668,-087.698204
17,031,822000,4343,+41.731345,-087.731799
17,031,822101,4606,+41.724294,-087.746249
17,031,822102,4504,+41.721048,-087.731316
17,031,822200,3929,+41.728009,-087.757940
17,031,822301,4088,+41.729885,-087.770239
17,031,822302,4447,+41.717252,-087.774418
17,031,822400,6362,+41.720953,-087.790295
17,031,822500,4496,+41.717775,-087.758190
17,031,822601,4793,+41.708829,-087.753621
17,031,822602,7296,+41.700547,-087.756178
17,031,822701,4438,+41.712814,-087.728965
17,031,822702,3828,+41.705650,-087.729339
17,031,822801,3258,+41.695467,-087.737607
17,031,822802,3669,+41.697756,-087.728311
17,031,822900,2078,+41.727346,-087.794666
17,031,823001,6624,+41.704361,-087.783962
17,031,823002,6006,+41.696920,-087.767800
17,031,823101,4515,+41.692200,-087.793102
17,031,823102,3642,+41.688800,-087.783981
17,031,823200,4775,+41.677678,-087.748217
17,031,823302,5739,+41.665302,-087.725949
17,031,823303,4581,+41.678785,-087.727020
17,031,823304,5872,+41.678377,-087.709468
17,031,823400,4892,+41.664410,-087.690032
17,031,823500,4301,+41.665971,-087.683183
17,031,823602,6209,+41.654262,-087.758470
17,031,823603,2021,+41.649474,-087.698294
17,031,823604,3509,+41.659573,-087.787138
17,031,823605,4177,+41.665197,-087.772045
17,031,823702,7050,+41.710192,-087.832111
17,031,823703,8659,+41.722769,-087.809666
17,031,823704,4191,+41.726906,-087.839832
17,031,823705,4666,+41.723908,-087.825500
17,031,823801,5873,+41.659543,-087.874367
17,031,823803,7146,+41.697302,-087.824713
17,031,823805,3189,+41.688985,-087.823030
17,031,823806,3847,+41.689667,-087.804604
17,031,823901,3515,+41.667810,-087.832031
17,031,823903,4657,+41.659737,-087.819493
17,031,823904,4043,+41.658487,-087.805395
17,031,824003,6242,+41.664197,-087.986712
17,031,824004,5374,+41.674629,-087.963847
17,031,824005,5933,+41.659592,-088.010702
17,031,824006,5096,+41.651641,-087.963254
17,031,824105,7297,+41.637443,-087.836194
17,031,824106,7021,+41.614159,-087.832738
17,031,824107,6747,+41.608398,-087.813190
17,031,824113,6322,+41.627314,-087.902922
17,031,824114,5299,+41.616603,-087.876492
17,031,824115,3843,+41.623754,-087.839879
17,031,824116,5244,+41.620082,-087.864491
17,031,824119,5456,+41.570404,-087.900019
